index,gender,age,id,income,member_year,member_month,member_day,member_date
2091,F,48,e54bb450866048d7b8dd740a6746e554,65000.0,2016,12,16,2016-12-16
2092,F,67,90516eea796b484399dce5b20d15e207,51000.0,2017,11,8,2017-11-08
2094,F,39,153151dae7fd416588690a91ec81cbba,95000.0,2017,12,27,2017-12-27
2095,F,81,317c811d010e4103b96458f2104282a5,33000.0,2016,9,28,2016-09-28
2096,M,49,6b44b3e1ade7466fb73824b4898f8716,68000.0,2017,6,19,2017-06-19
2097,F,75,e4ea64fc15d24fd39819c190d90569a3,50000.0,2015,3,3,2015-03-03
2098,M,27,645584b4fa3e45da9bffe712a63898da,33000.0,2016,1,4,2016-01-04
2099,F,67,68f32c01b6b144c6be1bd18ac2c319c3,38000.0,2015,10,13,2015-10-13
2100,M,46,2b44d5abc6db471abdf04615463f1ba1,46000.0,2017,2,15,2017-02-15
2101,M,34,7248fc98eb6c4b1fb0f1a2cec6ba2f93,65000.0,2017,5,5,2017-05-05
2102,M,26,7c8a7b0fc3724280a05585cec13c8a23,72000.0,2015,9,11,2015-09-11
2103,F,57,ee45ba44b88a4a509f814800f9832cdf,95000.0,2018,5,18,2018-05-18
2104,M,57,2ac8945a47504c42be8a9091ea5f0edb,91000.0,2016,9,8,2016-09-08
2105,M,23,9e3680da1a014eafb4b4d852c3785c16,41000.0,2018,4,25,2018-04-25
2107,F,56,cd26c24371e7403ababb09120b0654b1,79000.0,2016,2,7,2016-02-07
2109,M,55,e23280a162b34a94a7b45ce5d9b18b7a,118000.0,2017,10,24,2017-10-24
2110,F,50,73b9c54e91524342b00f769a7525c25f,56000.0,2017,1,21,2017-01-21
2111,F,34,be8ba6989a9f4949b83ebf6e876490fb,50000.0,2015,11,10,2015-11-10
2112,M,78,89ea78d702ef425e8802f4dbfc4790f0,51000.0,2017,9,19,2017-09-19
2113,F,59,20e750ef548a41628be433e37b508b34,80000.0,2018,3,23,2018-03-23
2114,M,83,bf4c5a4f6a83415582c414959bac813f,108000.0,2017,8,4,2017-08-04
2115,M,27,3e1effbd211642999badda14b42e9a11,47000.0,2014,6,9,2014-06-09
2116,F,53,41759218f61546e49f0c02e98f24028e,86000.0,2017,12,20,2017-12-20
2117,F,80,dd682c0f0444401da00304e956ce8da1,75000.0,2017,12,20,2017-12-20
2118,F,54,f39fe7ea4e5946378e6d224504b77797,98000.0,2017,8,7,2017-08-07
2119,F,71,5171e17869f041659f696bfafb8dca86,107000.0,2017,10,8,2017-10-08
2120,F,62,a47eed99f69740269b61c3b83d433657,79000.0,2017,7,10,2017-07-10
2121,F,74,fc3d0f06f8f04765b9f8e148bac39c0e,43000.0,2017,9,24,2017-09-24
2122,F,57,170fb4372d3a4cf3a09df0e5504546ee,59000.0,2018,6,18,2018-06-18
2124,F,40,0f6496ef526940d3a2e091ed2a3056d7,66000.0,2016,12,27,2016-12-27
2125,F,76,226fc5b19c124d79983942fb0985ee15,31000.0,2017,10,22,2017-10-22
2127,M,53,841eb4e9167b4ba88e77906ff60d4b5f,84000.0,2017,10,23,2017-10-23
2128,F,62,fef4f14201c44ddd915f504b7d88bf08,75000.0,2018,3,2,2018-03-02
2129,F,70,10e91caab3de4d23aa61963754483a33,88000.0,2016,6,18,2016-06-18
2130,M,39,1fa6bb2a2891447490ee9bf77f7319c0,52000.0,2017,11,2,2017-11-02
2131,F,85,05bbe7decb6d43b684221df448979612,90000.0,2016,6,23,2016-06-23
2132,F,59,7ede8e7cf9184907820365ce64bb8f7a,68000.0,2016,5,7,2016-05-07
2133,F,62,b553a74d19d249bba731e6df9db8eaea,70000.0,2018,2,16,2018-02-16
2135,M,43,572a08d7ec2b4947b3cb9ea0d8d0c9a0,68000.0,2018,4,5,2018-04-05
2136,M,69,7eb85a133c7e4a7d9cac1df25e50d9c8,72000.0,2017,6,20,2017-06-20
2137,M,71,9f2e7a00443644188720ca9edc74370c,53000.0,2017,7,21,2017-07-21
2139,F,28,6b247ba48509456eb57b24f878f313ea,68000.0,2017,5,23,2017-05-23
2140,M,27,153e3e2d8ca342eeb5bcdbaeb7552568,44000.0,2017,8,7,2017-08-07
2142,F,27,eb001c00e27546f296d35627290e0b5e,42000.0,2017,2,28,2017-02-28
2143,F,57,5f5c91807f7f475f85fc241e45e23ed2,33000.0,2017,9,13,2017-09-13
2144,F,82,bb8b3e8a1f05462e986af07001c9c179,93000.0,2016,11,8,2016-11-08
2145,M,60,9a674564f21d4478bed54a86b25fceb0,42000.0,2017,6,1,2017-06-01
2146,F,43,385c991ad75d41038ccba90107e6fadf,49000.0,2017,8,21,2017-08-21
2147,M,52,a72733b3057644809e9db04b7eb8c986,94000.0,2015,9,3,2015-09-03
2148,M,63,60b7692b124f4de99279cf046d036092,101000.0,2018,6,25,2018-06-25
2149,M,27,dc7a7cf01f4040438ead2495de0372c2,57000.0,2017,1,14,2017-01-14
2150,F,62,38862b09048e4b1289d233f2b42dcfac,71000.0,2014,4,2,2014-04-02
2152,F,84,d0168acdc0674ecab25e5c18271160d1,57000.0,2018,5,16,2018-05-16
2153,M,50,3577fe12bcdc4ae480feb3bd325f3f47,42000.0,2017,6,25,2017-06-25
2154,M,66,0fd94650b0bd46c29140b2742eed0bea,75000.0,2017,12,23,2017-12-23
2155,F,24,7e4e0269683741eda11c7590db744bbd,44000.0,2017,8,2,2017-08-02
2156,F,63,928d6c295028430dbd5c49476ebfdf72,92000.0,2016,5,6,2016-05-06
2157,F,57,376f7a629535453eb42099aca0819332,76000.0,2014,4,29,2014-04-29
2158,M,34,4bbc98fd8048429eb9dbfd856e1288d7,38000.0,2017,8,26,2017-08-26
2159,F,52,d125605ab1244b8fba57840cbe095f81,93000.0,2016,11,13,2016-11-13
2160,M,66,09a6798f587a404c8c44a2cd5fd2d940,54000.0,2017,10,10,2017-10-10
2162,F,60,ba5480cfd2c0403bae9f75cdbb5f8d49,62000.0,2016,4,6,2016-04-06
2163,M,39,4d20573b5dee49718990534338be745e,33000.0,2016,2,19,2016-02-19
2164,M,40,21f4bbed85a84be0a1e0d52bab666678,82000.0,2017,2,16,2017-02-16
2165,M,76,e2680b8f841b4b0b975a4dc3d54a4fd6,62000.0,2017,11,30,2017-11-30
2166,M,83,f97c5306c38740bd991165598eafa630,70000.0,2014,12,15,2014-12-15
2167,M,58,61ad68aa96884ddb92c2b0573cba4574,56000.0,2014,5,7,2014-05-07
2168,F,62,72900a2f80e043d189ef1f5b1bda7c37,85000.0,2018,4,10,2018-04-10
2171,M,55,86a32235141948dd85e67ad2a3b530c6,35000.0,2017,11,25,2017-11-25
2172,F,73,5eedd919fe494103b0aad8a02e89ca7c,82000.0,2017,8,25,2017-08-25
2173,F,48,e73aa19b0a6a4dd28c0345f96cdb34cd,61000.0,2017,1,13,2017-01-13
2174,F,74,2f6623e657b24825a063f8e0ec8e368a,77000.0,2016,1,8,2016-01-08
2176,F,70,7b3013395130445e86119ed2ced29284,58000.0,2017,3,15,2017-03-15
2178,M,78,8fb39b62a0ca4a289bd8886f119ab450,51000.0,2016,7,10,2016-07-10
2179,F,76,84a64f55640543db95c7f53a460fcb39,57000.0,2017,12,24,2017-12-24
2180,F,90,292fc9b98199494cb55c027f5bfac8aa,43000.0,2015,8,31,2015-08-31
2181,F,56,526338768a7c454788df15d68766a35f,111000.0,2017,9,21,2017-09-21
2182,F,68,e05529cf200549b2aa682eedd994d5f7,80000.0,2018,1,18,2018-01-18
2183,M,68,3fd0feaf8a5344d1a17be1707205814b,100000.0,2018,1,14,2018-01-14
2185,M,65,8078ce6ccca94976874e61cfbf6c06e7,58000.0,2015,11,17,2015-11-17
2186,F,54,5ac7d237705543b49134faefd523fd80,63000.0,2016,1,15,2016-01-15
2187,F,73,e928e0783c9c473c9e1648f430b489e6,49000.0,2017,12,26,2017-12-26
2189,F,58,954c9df0d29d462bb28968961f602cf2,65000.0,2017,4,10,2017-04-10
2190,F,42,a8b23936b2d94dc1bb254d53d6538bcf,90000.0,2018,1,30,2018-01-30
2193,M,58,ea7f246ae5d0470b980f8fc154177b18,45000.0,2016,4,24,2016-04-24
2194,M,48,b18a188c09fc4257b91b498b0d1ef004,119000.0,2017,6,6,2017-06-06
2195,F,65,2db7b4739e3a4fc0964fce535ec05d96,50000.0,2017,11,2,2017-11-02
2196,F,67,35e08db3a77f4b348d04de610b9ac4b7,54000.0,2014,5,14,2014-05-14
2197,F,62,239c9131068f4e2fa79e384726827bd9,69000.0,2018,5,29,2018-05-29
2198,M,28,d9436dd24c464d80bae8a36dc7c6867e,54000.0,2017,9,4,2017-09-04
2199,M,58,9d00598dc760449e827cc61ae5405b3c,115000.0,2016,7,3,2016-07-03
2201,F,61,bda99ed14b964c889742d97222157fc7,62000.0,2017,5,12,2017-05-12
2202,F,59,1b47b94d748f4d389575d84e80a611e3,76000.0,2016,5,10,2016-05-10
2203,M,41,a0f4c1aafeda4398a7afe66c37caf416,89000.0,2017,10,25,2017-10-25
2204,M,73,85f135f7794a40daa01d288d4c096f01,61000.0,2018,7,24,2018-07-24
2205,M,51,b766c5059cdb479999daae1352334d2f,57000.0,2018,4,29,2018-04-29
2206,F,88,36ef980d4deb42ee9f3bf88fcf137c01,88000.0,2018,5,6,2018-05-06
2207,M,62,7924f921b7f04e34aafd37c1b58a4ca9,76000.0,2015,11,6,2015-11-06
2208,M,55,979b2f7c5caa40be87ca906ecab52491,70000.0,2015,8,26,2015-08-26
2209,F,54,8fbb14f4f4a24f2c98c1cc7672e6be2e,75000.0,2017,12,25,2017-12-25
2210,M,41,d6daf9f630b847678d7254676347e202,42000.0,2017,9,10,2017-09-10
2211,F,73,0e7e49b5e82f4003a070c7ba7e5c41ba,83000.0,2016,3,12,2016-03-12
2212,F,66,aeb085396ad04cefae499bb929177afc,92000.0,2015,10,24,2015-10-24
2213,M,46,7e47f4f53c7d4f7eb4cb1d5c848f03fb,50000.0,2016,2,26,2016-02-26
2214,M,34,5f32718d07b64338a5517eed5c1eb232,39000.0,2016,12,3,2016-12-03
2216,F,45,e056d7dd433f4caababedd137dc00007,80000.0,2014,4,30,2014-04-30
2217,F,25,1ba58dab3cae4787ad26d8d77ab7380f,54000.0,2017,11,26,2017-11-26
2218,M,90,467a59bf46d0461fb56c7f48477716de,51000.0,2016,9,5,2016-09-05
2220,F,59,0020c2b971eb4e9188eac86d93036a77,90000.0,2016,3,4,2016-03-04
2222,F,79,be01dde700574797b5dc59b0ad45242f,55000.0,2016,2,9,2016-02-09
2223,M,84,7e795099f75645b997a137f4a63fcde4,37000.0,2016,9,4,2016-09-04
2224,F,27,211c1fdfe7e047e3b88cf267824ca6df,68000.0,2018,1,8,2018-01-08
2226,F,64,1fc251202c494f6993cfcafa754290ac,93000.0,2017,11,13,2017-11-13
2227,M,30,393e8a6c83dd4d4d9afac6dd2115f807,63000.0,2014,12,9,2014-12-09
2229,M,37,d04e831525064891a554847efa349fd8,46000.0,2014,4,4,2014-04-04
2230,M,64,97d74521f0a347c1b6a2927ac9c6dc66,110000.0,2016,4,23,2016-04-23
2231,F,51,67dd3aa9a8d64c91b2bb41dfaee546f5,78000.0,2018,5,17,2018-05-17
2232,M,53,4438fece00ed4f1a8b108c3cd85b19c1,74000.0,2015,10,30,2015-10-30
2234,M,43,75efdd36cf344333bdbe06686d5b70ed,71000.0,2017,5,17,2017-05-17
2235,M,28,595aecedf6d44d039db036bf6c1c839d,60000.0,2017,2,15,2017-02-15
2236,M,35,980042c1e18f4d0e97f169b1c4db22a2,48000.0,2018,5,13,2018-05-13
2238,M,39,1fc3062abe934ba3b6744ea281ef4696,51000.0,2015,8,4,2015-08-04
2240,M,45,5ac2ac8754d4450e89e19a7dae63f706,87000.0,2014,8,23,2014-08-23
2241,F,85,1ab5e1d8f3fa4588af94253e2a09520f,87000.0,2017,12,2,2017-12-02
2243,M,19,42c58541871e4062bfc7c30f7fa266d5,62000.0,2017,10,12,2017-10-12
2244,M,22,9b9bd320b3b34859abfee2109a0b4831,35000.0,2017,2,4,2017-02-04
2246,F,63,3573256082544869b1fc649e2e3c7e74,75000.0,2018,1,28,2018-01-28
2248,M,62,ccce3c8f863c466caa07bc186b1d99e4,47000.0,2017,10,3,2017-10-03
2249,F,54,380fba077d8d4289a787f3c9e0f01d33,53000.0,2015,10,3,2015-10-03
2250,M,58,7e7ad81e2c414839a93b27373c2cbc20,66000.0,2015,9,27,2015-09-27
2251,M,45,99e999cb959542e598d7dd2fd54b8611,90000.0,2016,1,6,2016-01-06
2252,F,77,78f6ac1eb6c240368c54284c682e4224,64000.0,2017,11,3,2017-11-03
2253,F,59,cb55460bf6ac4dc8b4c48623f061544c,35000.0,2015,12,7,2015-12-07
2254,M,51,796cfeeb5d7d4c0b8468c20d589b9903,65000.0,2017,8,5,2017-08-05
2255,M,68,e29397df32d34d40992ad6dcf92568d0,38000.0,2018,7,11,2018-07-11
2256,M,26,464dad60900a47e9bd225fd15f612313,31000.0,2016,1,26,2016-01-26
2257,M,51,ba05d1358ee045dfab48181042c1a608,82000.0,2015,2,11,2015-02-11
2258,F,61,6a9d101b27954da8b9617d3a64991f35,78000.0,2016,3,1,2016-03-01
2259,F,61,83ac33743b594a78a1f114fffbd860f8,97000.0,2016,11,25,2016-11-25
2260,F,54,d794c80154a24d78b06fbcb212e855cd,75000.0,2018,2,7,2018-02-07
2261,F,49,1d62a7b6d4fb4defb8ae6ddf300600e5,84000.0,2013,11,8,2013-11-08
2263,M,44,08d06b602c844926a037b0b253901d52,84000.0,2015,5,22,2015-05-22
2264,M,24,3c55dbc0fe1a487c9743dfa6170d20e8,32000.0,2017,12,3,2017-12-03
2265,F,56,cc3ca7632fda478cb573c06ac9f445aa,52000.0,2017,7,8,2017-07-08
2266,F,79,6ba699c43fd64dc598ceec20b4575ea1,91000.0,2017,5,15,2017-05-15
2267,M,51,8e72ac4ba0284eaaad4de2aac41287b4,79000.0,2016,3,19,2016-03-19
2270,F,56,e18df1641cb14c7c90aa28e6a6350f5c,73000.0,2018,4,24,2018-04-24
2272,M,70,759c2269abc44dfdb8e6d140d4060856,113000.0,2017,5,17,2017-05-17
2273,M,58,7ab8b28bc5044b56b13aa5ed2f12bc40,32000.0,2016,10,18,2016-10-18
2275,M,73,310481d911904e7893fac7229a608be8,70000.0,2018,3,25,2018-03-25
2276,O,57,8a60e707c2d6445a91bb1b0a87bdf0ca,65000.0,2017,7,20,2017-07-20
2277,M,31,8da83bf53b2e41f8b25ddead7f20b373,47000.0,2017,7,24,2017-07-24
2278,M,62,151b12c2cfa5443f9c92a53ba9ada28b,33000.0,2017,3,29,2017-03-29
2281,M,62,42023cd8387840388f7df528de2dbbe2,35000.0,2013,10,8,2013-10-08
2283,M,68,34fe7c1f20874ccc81e2c4506407fa72,39000.0,2018,4,18,2018-04-18
2284,M,55,be71c00b96684e4a815a0efb91e91470,102000.0,2017,2,13,2017-02-13
2286,M,48,a837f12166f346bbb74f20d430737657,60000.0,2018,1,13,2018-01-13
2287,F,55,4055bb9c2f3c410a88da90791b9253e5,77000.0,2017,5,26,2017-05-26
2288,M,56,f277d871eb28447bb86e4b73a9bc4379,80000.0,2017,12,9,2017-12-09
2290,F,59,c282fa769eb446028a486a0af6707bc9,81000.0,2016,5,22,2016-05-22
2291,F,49,761e483441e942d6ad4a8c84a79605ce,81000.0,2016,10,29,2016-10-29
2292,F,70,59a46ccbaeb64ab0a33feef55ad07222,37000.0,2017,5,22,2017-05-22
2293,M,52,01956670cf414b309675aa73368b94a9,95000.0,2016,8,25,2016-08-25
2295,M,24,49c35bb44a394433a1216dd757cda867,53000.0,2015,8,19,2015-08-19
2296,F,62,5115fdb314fe41619fda3e5d8060a8b5,88000.0,2017,8,9,2017-08-09
2297,M,62,9b0cdf56c54f4e52a971f90936e46607,72000.0,2015,1,21,2015-01-21
2298,F,66,3a784bfb5b0340138f8eafe4ec5aa6ef,91000.0,2018,2,11,2018-02-11
2299,M,29,7dbea37e1a154a888802eaa7da0097e0,62000.0,2014,3,22,2014-03-22
2300,M,66,c9674187987340cf88ce81ce363d21ce,67000.0,2017,9,3,2017-09-03
2303,M,53,c4b801ad0dc7440cb51937d281de4dd1,71000.0,2018,2,13,2018-02-13
2304,M,55,82ce2b069c8a4daf924c20f36294cada,55000.0,2016,5,11,2016-05-11
2305,F,30,174a4dbebb74441da5adf64bca5e5c36,55000.0,2016,4,26,2016-04-26
2306,M,59,2c56d5ce389242758d766cf3cd021d96,73000.0,2018,7,17,2018-07-17
2307,F,54,77320a68605841169979f8b497ba0ca1,102000.0,2017,7,20,2017-07-20
2308,M,49,489b497d9b0c44a3b6292525e71cec57,74000.0,2018,4,1,2018-04-01
2309,M,68,ba4b4ee409d24af89e7a350fc51efac9,90000.0,2016,12,14,2016-12-14
2310,M,53,e1c8fa2cb9184b4999b84f9aea10af6f,53000.0,2014,5,25,2014-05-25
2311,M,51,138ed93630ec4e59bda8aed2d92f42eb,57000.0,2017,10,11,2017-10-11
2312,M,58,10a22481775043e1ba9776077e46c483,70000.0,2014,10,20,2014-10-20
2313,M,60,d8a1e62359c549a29fa55d90165f17a5,117000.0,2017,9,29,2017-09-29
2314,M,70,10f8311374194911a882362458020ebd,81000.0,2014,1,23,2014-01-23
2315,M,69,285bbb626b184a4584ac5ede74925f7c,86000.0,2017,10,10,2017-10-10
2317,F,36,af3e4f55f3f44cf883289857d51d2678,76000.0,2016,11,5,2016-11-05
2318,F,27,59b08bdcf7e045e78a6ed4ab6afa66fe,58000.0,2017,10,13,2017-10-13
2319,M,39,c1dc09fa7f5940a38c2f393f89cb4a50,32000.0,2015,3,4,2015-03-04
2320,M,69,d7ed79bbb5c94f689098728c0ed047ab,79000.0,2017,6,24,2017-06-24
2321,M,49,a6b128a592874d52b16a35408e742d5d,55000.0,2016,9,9,2016-09-09
2322,F,56,db3d9ca5a8f54526bd5e263d914f3b29,104000.0,2018,1,20,2018-01-20
2323,M,79,b86e0aed9f19441089327c24646f17b6,66000.0,2013,8,3,2013-08-03
2324,F,36,43ba16ae14404ada9c749043c66f3741,52000.0,2016,9,11,2016-09-11
2325,F,48,cd378dbec01843e188ae3d3384f39717,70000.0,2018,2,1,2018-02-01
2326,F,58,6cf884a6c5ae4b2daccb6d3108028fef,110000.0,2015,8,6,2015-08-06
2327,F,65,db22718fc9144e44b5fab97ea282cdb6,60000.0,2014,2,19,2014-02-19
2330,F,50,d1d5eaf6a38a44baa2cd998f870d939b,41000.0,2017,11,9,2017-11-09
2331,F,53,971d98b6a4054f75a6bdd20897e469ac,116000.0,2017,11,4,2017-11-04
2332,F,46,b66ee4fca2c34ff5ba14a47b65eb0f53,73000.0,2015,10,12,2015-10-12
2333,M,49,a9e2b8c539da4f288f7a03f59ed2f5b3,56000.0,2018,1,14,2018-01-14
2334,M,67,7be78ebad1ac4467bbe93813fe0b7d28,52000.0,2014,2,14,2014-02-14
2335,F,53,098d957407b44982a3debf3337aa6b9c,37000.0,2016,10,14,2016-10-14
2336,M,32,fdd4556f915e425498cce83db7f3b85e,53000.0,2018,1,17,2018-01-17
2338,M,72,b99a3a0c26e2406fa5d249d20a6b1911,84000.0,2018,7,4,2018-07-04
2339,F,73,ca3e04a5fbd54c1a88666cc50b2a3ff9,77000.0,2018,5,19,2018-05-19
2340,M,50,c8b16cc25eed4d27b5da91976b105a32,112000.0,2016,7,24,2016-07-24
2342,F,62,05ea8d8a95eb4b209a6e048878470df1,111000.0,2015,11,3,2015-11-03
2343,M,70,2b539f377ad24c0fad2dc5d1034bebd7,98000.0,2017,9,19,2017-09-19
2345,M,54,2e2d6fece51b4669a82f5cb248f9a867,44000.0,2018,1,10,2018-01-10
2346,F,58,7509608052504dd9acf88845c25f5b6b,53000.0,2016,1,26,2016-01-26
2347,F,78,7deb3dfb68834b0ba0d8913d54acabfa,63000.0,2017,9,9,2017-09-09
2348,M,48,61f4ece6c6a7441487e79f9bb558c8f3,63000.0,2016,5,19,2016-05-19
2349,M,50,f60464b22c69401297368e9e123d2b6b,53000.0,2017,8,13,2017-08-13
2350,M,65,50b1183f583b4b848182c50e4e812caa,75000.0,2016,1,13,2016-01-13
2351,F,49,41432b5e320846288781470dcc1ce194,90000.0,2016,10,18,2016-10-18
2352,F,63,b4360ed1ef1147d3acdc322dc98e0811,65000.0,2017,11,26,2017-11-26
2353,F,48,907499fcdce34a39809c3540af995d49,59000.0,2017,8,16,2017-08-16
2355,M,26,ac43af82b68d48cea31a0f0a229a1375,39000.0,2015,5,8,2015-05-08
2356,F,34,eba8d696316d42be9837b38f908db3ac,49000.0,2017,11,21,2017-11-21
2357,F,65,e1f69f61ede041bd97bb70f68c267e4f,75000.0,2016,1,18,2016-01-18
2358,F,72,8957e167deef47f1aa157fb7a9891379,71000.0,2016,2,14,2016-02-14
2359,F,58,4a8b0e879455408ebe48794920568747,64000.0,2016,3,31,2016-03-31
2360,F,70,dee3814fa583456a8f6635b45a0ba641,80000.0,2015,9,13,2015-09-13
2361,F,74,c53af300a4b8416684f104b0a9a06c1d,54000.0,2018,5,12,2018-05-12
2362,F,31,a2bfbf0ff27f42bd98fd28be9adb56a1,59000.0,2016,11,8,2016-11-08
2364,F,21,da6f105d4db14af491cc76ddf73ae2da,60000.0,2017,12,7,2017-12-07
2365,M,50,83de7542018d455d9afa423626d7f5d3,64000.0,2017,2,15,2017-02-15
2366,F,63,2c849dc4ca6d4d4f8510804723fc5dac,62000.0,2017,10,16,2017-10-16
2367,F,43,bf9872d7aedd453797bdb75054b70d94,57000.0,2018,3,11,2018-03-11
2368,F,57,6bec9e231a224ce6adfe9fd3d8ce7d89,97000.0,2017,7,30,2017-07-30
2369,M,69,75847bb70727423b9c198191391761e4,45000.0,2017,10,16,2017-10-16
2370,F,51,82952ad407be4d74b9686bdaf77fad97,54000.0,2018,5,22,2018-05-22
2371,M,53,8fecd95fe7b54cc2a130e35ba5a77f48,89000.0,2016,2,10,2016-02-10
2372,F,52,aeed18479ee64200b76fb40f5b8e0e14,81000.0,2017,6,21,2017-06-21
2374,M,88,32baca2d19234be59eebc422471193e7,57000.0,2017,1,30,2017-01-30
2375,M,79,8314fd32f6a14efe9c47e79005fbe795,114000.0,2015,8,31,2015-08-31
2376,F,60,fc966e9c3edc4578a1fb4c6a8c2659c2,94000.0,2016,7,21,2016-07-21
2377,M,41,89f451a5a8c64683b57aca2a334117ef,67000.0,2017,8,21,2017-08-21
2378,F,22,66c9c5773a8444a79abce6644401de88,43000.0,2016,9,28,2016-09-28
2379,M,52,862ea30ca6cf4050b66349d7551bce9c,82000.0,2018,1,3,2018-01-03
2380,M,58,ebeeab6d91b9432ea332d8256c6ba343,95000.0,2013,12,2,2013-12-02
2381,F,69,b6e07f29867b4284aa42106bdc4d51d3,87000.0,2016,4,3,2016-04-03
2382,M,44,505776eee3dc4730a3fdeaa62b685931,66000.0,2016,4,12,2016-04-12
2383,F,52,9f7292018f174f6b8bab62353703307c,113000.0,2017,9,25,2017-09-25
2384,O,46,2334c3155e884d3c9529ee471f814a49,91000.0,2017,10,24,2017-10-24
2386,F,47,d80f9e3f974448ec902c42818097ebf3,62000.0,2017,8,21,2017-08-21
2387,F,53,34fd8ac2a1414a1eace74ed3245517fe,40000.0,2015,8,21,2015-08-21
2389,M,34,45d7bce929cf4356955170d2f94ca405,67000.0,2014,4,18,2014-04-18
2391,F,43,d240308de0ee4cf8bb6072816268582b,94000.0,2017,6,30,2017-06-30
2394,F,67,0d71469761604d3688ca099ff09a403f,113000.0,2018,7,4,2018-07-04
2395,M,18,2b826162a0bd4690b318fd430d2adef2,53000.0,2016,11,15,2016-11-15
2396,M,51,75ce7d71302e4e97af9bbeaebdd9ca9f,35000.0,2018,6,29,2018-06-29
2398,M,27,363c28b57ad34b468e3a687fd904b6c1,74000.0,2017,6,3,2017-06-03
2399,M,27,0c88140597254428ba857b1e6782bce1,50000.0,2013,10,10,2013-10-10
2400,M,25,e8f25bd0c79b4fbf8f021e1184332b89,74000.0,2013,10,14,2013-10-14
2401,F,56,c6bab8832fd043e5b81dc5f0b587ec6d,84000.0,2016,11,23,2016-11-23
2402,F,61,fbb3c6ad80b04d3a94c666a2f08f2a2e,96000.0,2017,9,16,2017-09-16
2403,F,57,855a636c057e4a32aa50b7d39f24d769,87000.0,2015,10,10,2015-10-10
2404,F,66,83313f9487fe41ca990d393127406161,108000.0,2016,9,6,2016-09-06
2405,M,70,bc483f23aadb4a4e857d865527b7599b,51000.0,2016,5,16,2016-05-16
2406,F,65,11bfc66cfc5b421ab0e1a8cb8ef7fd5c,36000.0,2018,1,15,2018-01-15
2407,F,60,94aabcec49134cf797c18f719afa32d3,54000.0,2016,7,8,2016-07-08
2408,F,64,2a3b1de405ea43fc8823bfd1d954db95,115000.0,2016,4,15,2016-04-15
2410,M,27,9045d97579294e3287696d71cad9c68d,34000.0,2016,9,5,2016-09-05
2412,M,20,6fb9bdf5ad7e43eea5133d3621cd1f4d,33000.0,2015,1,22,2015-01-22
2415,F,32,72b5a6743ee84f01a40fd6f1a378c560,68000.0,2017,3,12,2017-03-12
2417,F,90,5bbadf84eabe4fa3a7da35e3f44f8a2c,101000.0,2017,10,7,2017-10-07
2419,F,54,889d81fe350643e280f90c0faff01118,63000.0,2016,3,28,2016-03-28
2420,M,65,897514ffebfe49999ffdcead112a5b01,48000.0,2017,8,1,2017-08-01
2421,F,85,5bac5bde72194d3d886ef94552e3ee32,97000.0,2016,5,29,2016-05-29
2422,M,79,09218129551d4929a3beea8d3eafd787,71000.0,2016,10,26,2016-10-26
2423,F,55,e1469309339d48f299c1431d6de4eaa6,83000.0,2018,1,3,2018-01-03
2424,M,54,7dfe7355623a45988127c78ac7504bbc,37000.0,2017,12,31,2017-12-31
2427,F,60,3b1a3f100da944c1aa0fc7b954e02648,88000.0,2017,12,11,2017-12-11
2428,M,20,40145bb3b5fa40308142041742753599,74000.0,2018,5,18,2018-05-18
2431,F,48,b1d9075028c64485847be5b8e0047ed2,71000.0,2017,12,20,2017-12-20
2432,M,43,2e5cbaf69f254079b136da55020cac9a,46000.0,2017,12,14,2017-12-14
2437,M,33,1c780ef3de0d4397ae1d854771813a66,49000.0,2014,7,16,2014-07-16
2438,F,59,253928e13e194249af6f2ff4003498cb,77000.0,2017,3,9,2017-03-09
2439,M,73,e7fd200255cf48e1a75c4316da554941,105000.0,2018,1,21,2018-01-21
2440,M,26,d4ec2de5571548a39e5874296ecddb4e,37000.0,2015,9,21,2015-09-21
2441,F,68,e37c22feaa954a83b0d8ecc2be1f639a,78000.0,2017,7,12,2017-07-12
2443,F,53,8ed5af89308d4dae98b33701331926ad,75000.0,2016,8,25,2016-08-25
2444,M,86,1943d34100274155a01626b5940fbf38,78000.0,2017,4,17,2017-04-17
2445,M,39,c43b818111c64801ab07d0e3b9a01158,74000.0,2016,1,3,2016-01-03
2447,F,54,916cba965ea448ad960951003103aff8,79000.0,2015,12,2,2015-12-02
2448,F,34,fedb5f5377d04da98b101218c60b15bf,52000.0,2015,4,23,2015-04-23
2449,M,54,004c5799adbf42868b9cff0396190900,99000.0,2016,3,31,2016-03-31
2451,F,74,375b452ee0b64a4fbac92e61670f961d,67000.0,2016,12,9,2016-12-09
2452,M,68,5542548657844f19994f31c720c418e9,74000.0,2015,11,10,2015-11-10
2453,M,69,4f74f4ade74b43bdb17c98a941c6b502,30000.0,2018,1,24,2018-01-24
2454,F,50,559943eeb754463e844624a47d469253,81000.0,2017,9,11,2017-09-11
2455,F,78,70425153d8ec410d823ee209aa49700b,31000.0,2017,10,12,2017-10-12
2456,M,40,8997d5d133d54e91b320923db642dc42,74000.0,2018,2,3,2018-02-03
2457,M,24,4a340d20e0054ce38458860c6c5e5197,48000.0,2017,12,13,2017-12-13
2458,M,54,e0b28061c5aa43b8a78b97e63485a736,89000.0,2017,2,11,2017-02-11
