,discount_total_offers,discount_completion_pct,discount_min_completion_days,discount_max_completion_days,discount_completed_offers,discount_avg_completion_days,discount_avg_net_reward,bogo_total_offers,bogo_completion_pct,bogo_completed_offersbogo_min_completion_days,bogo_max_completion_days,bogo_avg_completion_days,bogo_avg_net_reward,informational_promotions,age,income,total_transactions,min_transaction_day,max_transaction_day,avg_transaction,total_transaction_amount,median_days_between_purchases,avg_days_between_purchases,gender_F,gender_M,gender_O,gender_Unknown
5375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,73,57000.0,14.0,120.0,714.0,2.697857142857143,37.77,21.0,42.85714285714285,0,1,0,0
5376,5.0,0.0,0.0,0.0,0.0,0.0,-7.8,1.0,0.0,0.0,0.0,0.0,0.0,0,56,54000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
5377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,49,44000.0,8.0,42.0,672.0,4.51375,36.11,66.0,79.5,0,1,0,0
5378,2.0,0.0,0.0,0.0,0.0,0.0,-11.5,1.0,1.0,0.0,18.0,18.0,0.0,0,79,76000.0,1.0,426.0,426.0,21.08,21.08,6.0,6.0,1,0,0,0
5379,3.0,0.0,0.0,0.0,0.0,0.0,-9.0,1.0,0.0,0.0,0.0,0.0,0.0,1,69,71000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
5380,1.0,1.0,0.0,0.0,1.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,55,105000.0,5.0,90.0,504.0,34.256,171.28,54.0,84.0,0,1,0,0
5381,1.0,0.0,0.0,0.0,0.0,0.0,-15.0,1.0,0.0,0.0,0.0,0.0,0.0,1,30,56000.0,15.0,228.0,588.0,3.478,52.17,18.0,24.4,1,0,0,0
5382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51,70000.0,16.0,18.0,714.0,3.528125,56.45,27.0,43.875,0,1,0,0
5383,1.0,1.0,18.0,18.0,1.0,18.0,-8.0,1.0,1.0,0.0,0.0,0.0,0.0,0,91,102000.0,7.0,84.0,696.0,29.961428571428574,209.73,54.0,88.28571428571429,1,0,0,0
5384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,72,49000.0,8.0,138.0,690.0,3.18125,25.45,24.0,69.75,1,0,0,0
5385,1.0,0.0,0.0,0.0,0.0,0.0,-15.0,1.0,0.0,0.0,0.0,0.0,0.0,0,54,60000.0,1.0,324.0,324.0,4.92,4.92,6.0,6.0,0,1,0,0
5386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,64,59000.0,5.0,24.0,522.0,2.878,14.39,36.0,100.8,1,0,0,0
5387,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,63,65000.0,10.0,36.0,714.0,4.2780000000000005,42.78,57.0,68.4,1,0,0,0
5388,1.0,1.0,0.0,0.0,1.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,4,85,71000.0,15.0,126.0,708.0,18.278,274.17,18.0,39.2,1,0,0,0
5389,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,71,38000.0,11.0,60.0,648.0,9.837272727272726,108.21,36.0,54.0,0,1,0,0
5390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,52,68000.0,7.0,30.0,570.0,2.5700000000000003,17.990000000000002,36.0,78.0,0,1,0,0
5391,2.0,1.0,0.0,12.0,2.0,6.0,-11.5,0.0,0.0,0.0,0.0,0.0,0.0,0,72,85000.0,18.0,60.0,678.0,23.185555555555556,417.34,18.0,34.666666666666664,1,0,0,0
5392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,77,56000.0,8.0,24.0,600.0,15.2075,121.66,63.0,72.75,0,1,0,0
5393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,12.0,12.0,0.0,0,57,45000.0,16.0,204.0,624.0,12.505,200.08,21.0,26.625,1,0,0,0
5394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,12.0,0.0,0,44,55000.0,12.0,192.0,684.0,14.695,176.34,42.0,41.5,0,1,0,0
5395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,18.0,0.0,1,37,77000.0,8.0,60.0,594.0,18.735,149.88,24.0,67.5,0,1,0,0
5396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,62,88000.0,4.0,36.0,672.0,18.5425,74.17,171.0,160.5,1,0,0,0
5397,3.0,0.0,0.0,0.0,0.0,0.0,-7.666666666666667,2.0,0.5,0.0,18.0,18.0,0.0,0,118,65404.9915682968,7.0,18.0,504.0,3.16,22.12,42.0,70.28571428571429,0,0,0,1
5398,1.0,0.0,0.0,0.0,0.0,0.0,-4.0,2.0,0.0,0.0,0.0,0.0,0.0,0,54,53000.0,4.0,48.0,450.0,10.49,41.96,48.0,102.0,0,1,0,0
5399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,42,53000.0,7.0,162.0,708.0,3.3000000000000003,23.1,78.0,78.85714285714286,0,1,0,0
5400,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,2,30,40000.0,18.0,48.0,708.0,8.393888888888888,151.09,18.0,37.0,0,1,0,0
5401,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,1.0,0.0,0.0,0.0,0.0,0.0,2,72,75000.0,1.0,624.0,624.0,34.22,34.22,6.0,6.0,1,0,0,0
5402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,55,100000.0,7.0,96.0,642.0,31.392857142857142,219.75,66.0,78.85714285714286,1,0,0,0
5403,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,2.0,0.0,0.0,0.0,0.0,0.0,1,118,65404.9915682968,13.0,12.0,702.0,1.1053846153846154,14.37,36.0,53.53846153846154,0,0,0,1
5404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,47,64000.0,9.0,372.0,654.0,5.1,45.9,18.0,32.0,0,1,0,0
5405,1.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,59,64000.0,3.0,444.0,594.0,16.94333333333333,50.83,18.0,52.0,0,1,0,0
5406,2.0,0.0,0.0,0.0,0.0,0.0,-8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,69,70000.0,7.0,54.0,708.0,2.7214285714285715,19.05,84.0,94.28571428571428,0,1,0,0
5407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,63,55000.0,6.0,210.0,714.0,13.266666666666667,79.60000000000001,60.0,85.0,1,0,0,0
5408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,42,67000.0,12.0,72.0,564.0,18.666666666666668,224.0,21.0,41.5,0,1,0,0
5409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,18.0,8.0,0.0,0,63,56000.0,12.0,0.0,678.0,13.5375,162.45,39.0,57.0,1,0,0,0
5410,1.0,1.0,0.0,0.0,1.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,3,58,112000.0,4.0,168.0,564.0,25.6775,102.71,90.0,100.5,1,0,0,0
5411,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,1.0,1.0,0.0,18.0,18.0,0.0,1,51,114000.0,9.0,18.0,552.0,29.55333333333333,265.98,54.0,60.0,1,0,0,0
5412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,31,41000.0,10.0,48.0,636.0,9.394,93.94,57.0,59.4,0,1,0,0
5413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,33,31000.0,11.0,42.0,714.0,2.6727272727272724,29.4,24.0,61.63636363636363,0,1,0,0
5414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,12.0,9.0,0.0,1,90,66000.0,17.0,150.0,654.0,18.973529411764705,322.55,18.0,30.0,1,0,0,0
5415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,47,46000.0,8.0,96.0,636.0,14.05875,112.47,60.0,68.25,0,1,0,0
5416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,63,65000.0,16.0,54.0,714.0,9.70125,155.22,30.0,41.625,1,0,0,0
5417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2,66,42000.0,2.0,132.0,354.0,3.79,7.58,114.0,114.0,0,1,0,0
5418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,12.0,8.0,0.0,0,73,73000.0,11.0,102.0,696.0,22.69,249.59,48.0,54.54545454545455,0,1,0,0
5419,1.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,71,107000.0,3.0,240.0,600.0,22.493333333333336,67.48,96.0,122.0,1,0,0,0
5420,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,4.0,0.0,0.0,0.0,0.0,0.0,0,41,48000.0,3.0,546.0,642.0,2.856666666666667,8.57,42.0,34.0,0,1,0,0
5421,2.0,0.0,0.0,0.0,0.0,0.0,-6.0,1.0,0.0,0.0,0.0,0.0,0.0,1,118,65404.9915682968,2.0,78.0,180.0,0.47,0.94,54.0,54.0,0,0,0,1
5422,1.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,2,26,49000.0,11.0,6.0,630.0,3.453636363636364,37.99,42.0,57.27272727272727,0,1,0,0
5423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,38,52000.0,17.0,12.0,708.0,13.231176470588236,224.93,30.0,41.294117647058826,1,0,0,0
5424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,54,92000.0,10.0,114.0,690.0,26.469,264.69,39.0,58.2,1,0,0,0
5425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,118,65404.9915682968,5.0,138.0,486.0,1.3,6.5,96.0,70.8,0,0,0,1
5426,2.0,0.0,0.0,0.0,0.0,0.0,-11.5,1.0,0.0,0.0,0.0,0.0,0.0,1,31,44000.0,8.0,30.0,702.0,3.505,28.04,60.0,84.75,0,1,0,0
5427,2.0,1.0,0.0,18.0,2.0,9.0,-15.0,1.0,1.0,0.0,12.0,12.0,0.0,1,73,108000.0,14.0,48.0,594.0,24.35,340.9,15.0,39.42857142857143,1,0,0,0
5428,1.0,0.0,0.0,0.0,0.0,0.0,-15.0,1.0,0.0,0.0,0.0,0.0,0.0,3,73,52000.0,10.0,36.0,630.0,2.545,25.45,45.0,60.0,1,0,0,0
5429,2.0,0.5,12.0,12.0,1.0,12.0,-11.5,0.0,0.0,0.0,0.0,0.0,0.0,0,45,90000.0,4.0,0.0,444.0,24.3,97.2,90.0,112.5,0,1,0,0
5430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.75,0.0,18.0,12.0,0.0,0,57,102000.0,7.0,186.0,618.0,28.15428571428572,197.08,78.0,62.57142857142857,1,0,0,0
5431,2.0,0.0,0.0,0.0,0.0,0.0,-8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,118,65404.9915682968,2.0,246.0,528.0,3.915,7.83,144.0,144.0,0,0,0,1
5432,1.0,1.0,12.0,12.0,1.0,12.0,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,1,45,75000.0,3.0,258.0,492.0,15.87,47.61,72.0,80.0,1,0,0,0
5433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,47,37000.0,9.0,360.0,630.0,7.983333333333332,71.85,30.0,30.666666666666668,0,1,0,0
5434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,65,80000.0,2.0,648.0,714.0,18.93,37.86,36.0,36.0,0,1,0,0
5435,1.0,1.0,0.0,0.0,1.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,37,65000.0,11.0,126.0,714.0,18.86090909090909,207.47,36.0,54.0,0,1,0,0
5436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,18.0,18.0,0.0,1,40,63000.0,25.0,0.0,678.0,3.6944,92.36,18.0,27.36,0,1,0,0
5437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,18.0,0.0,0,69,99000.0,5.0,96.0,432.0,28.156,140.78,42.0,68.4,0,1,0,0
5438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,60,85000.0,7.0,90.0,462.0,21.18285714285714,148.28,48.0,54.0,0,1,0,0
5439,1.0,1.0,6.0,6.0,1.0,6.0,-4.0,1.0,1.0,0.0,0.0,0.0,0.0,2,61,75000.0,8.0,60.0,642.0,19.64875,157.19,48.0,73.5,1,0,0,0
5440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,68,78000.0,4.0,300.0,690.0,24.762500000000003,99.05,114.0,99.0,1,0,0,0
5441,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,1.0,0.0,0.0,0.0,0.0,0.0,2,118,65404.9915682968,5.0,66.0,594.0,2.906,14.53,90.0,106.8,0,0,0,1
5442,2.0,0.0,0.0,0.0,0.0,0.0,-11.5,0.0,0.0,0.0,0.0,0.0,0.0,2,88,49000.0,2.0,420.0,450.0,31.995,63.99,18.0,18.0,0,1,0,0
5443,2.0,0.0,0.0,0.0,0.0,0.0,-11.5,2.0,0.0,0.0,0.0,0.0,0.0,0,48,52000.0,8.0,30.0,696.0,2.64375,21.15,42.0,84.0,0,1,0,0
5444,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,76,74000.0,2.0,162.0,570.0,14.155,28.31,207.0,207.0,0,1,0,0
5445,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,47000.0,10.0,48.0,678.0,2.976,29.76,45.0,63.6,0,1,0,0
5446,1.0,0.0,0.0,0.0,0.0,0.0,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,2,118,65404.9915682968,15.0,48.0,702.0,1.5539999999999998,23.31,30.0,44.0,0,0,0,1
5447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,29,47000.0,17.0,72.0,648.0,9.93,168.81,18.0,34.23529411764706,1,0,0,0
5448,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,3,60,92000.0,6.0,444.0,696.0,24.55333333333333,147.32,30.0,43.0,1,0,0,0
5449,3.0,0.0,0.0,0.0,0.0,0.0,-12.666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1,23,40000.0,2.0,186.0,462.0,2.545,5.09,141.0,141.0,0,1,0,0
5450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,40,62000.0,5.0,246.0,618.0,15.372,76.86,66.0,75.6,0,1,0,0
5451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,118,65404.9915682968,3.0,114.0,486.0,0.7066666666666667,2.12,48.0,126.0,0,0,0,1
5452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,53,112000.0,5.0,498.0,672.0,27.236,136.18,12.0,36.0,1,0,0,0
5453,1.0,0.0,0.0,0.0,0.0,0.0,-15.0,1.0,1.0,0.0,6.0,6.0,0.0,0,58,109000.0,3.0,414.0,672.0,27.14,81.42,114.0,88.0,1,0,0,0
5454,2.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,38000.0,5.0,84.0,636.0,3.278,16.39,84.0,111.6,0,1,0,0
5455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,37,64000.0,5.0,48.0,684.0,2.698,13.49,156.0,128.4,0,1,0,0
5456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,76,64000.0,9.0,0.0,468.0,15.46888888888889,139.22,24.0,52.66666666666666,1,0,0,0
5457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,50,108000.0,8.0,78.0,714.0,26.95375,215.63,45.0,80.25,1,0,0,0
5458,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,3,48,40000.0,2.0,60.0,414.0,2.805,5.609999999999999,180.0,180.0,0,1,0,0
5459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,18.0,0.0,1,56,79000.0,11.0,18.0,660.0,20.90363636363636,229.94,30.0,58.90909090909091,0,1,0,0
5460,3.0,0.0,0.0,0.0,0.0,0.0,-6.666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0,55,48000.0,2.0,594.0,630.0,3.555,7.109999999999999,21.0,21.0,0,1,0,0
5461,3.0,0.0,0.0,0.0,0.0,0.0,-6.666666666666667,3.0,0.0,0.0,0.0,0.0,0.0,0,118,65404.9915682968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
5462,1.0,1.0,18.0,18.0,1.0,18.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,81,91000.0,7.0,96.0,702.0,101.73000000000002,712.1100000000001,66.0,87.42857142857143,1,0,0,0
5463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,18.0,0.0,2,65,89000.0,3.0,354.0,642.0,278.61,835.83,72.0,98.0,1,0,0,0
5464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,53,95000.0,3.0,522.0,660.0,21.866666666666664,65.6,42.0,48.0,1,0,0,0
5465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,75,97000.0,3.0,288.0,624.0,40.27,120.81,18.0,114.0,0,1,0,0
5466,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,1.0,0.0,0.0,0.0,0.0,0.0,0,36,45000.0,7.0,138.0,624.0,2.7328571428571427,19.13,66.0,70.28571428571429,0,1,0,0
5467,1.0,0.0,0.0,0.0,0.0,0.0,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,0,76,54000.0,5.0,252.0,564.0,3.908,19.54,60.0,63.6,0,1,0,0
5468,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,2.0,0.0,0.0,0.0,0.0,0.0,1,51,37000.0,7.0,24.0,702.0,2.5614285714285714,17.93,90.0,97.71428571428572,0,1,0,0
5469,2.0,0.0,0.0,0.0,0.0,0.0,-15.0,2.0,0.0,0.0,0.0,0.0,0.0,0,118,65404.9915682968,3.0,108.0,552.0,1.1566666666666665,3.47,168.0,150.0,0,0,0,1
5470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,47,65000.0,7.0,42.0,552.0,24.68285714285714,172.78,60.0,73.71428571428571,1,0,0,0
5471,3.0,0.0,0.0,0.0,0.0,0.0,-11.333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0,67,62000.0,3.0,84.0,588.0,2.33,6.989999999999999,90.0,170.0,1,0,0,0
5472,1.0,1.0,6.0,6.0,1.0,6.0,-8.0,2.0,0.5,0.0,18.0,18.0,0.0,0,68,74000.0,9.0,210.0,708.0,21.01111111111111,189.1,60.0,56.0,0,1,0,0
5473,3.0,0.0,0.0,0.0,0.0,0.0,-12.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1,118,65404.9915682968,3.0,192.0,666.0,4.436666666666667,13.310000000000002,174.0,160.0,0,0,0,1
5474,3.0,0.0,0.0,0.0,0.0,0.0,-10.333333333333334,3.0,0.0,0.0,0.0,0.0,0.0,0,73,50000.0,6.0,252.0,618.0,4.526666666666666,27.16,54.0,62.0,0,1,0,0
5475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,47,59000.0,4.0,54.0,606.0,19.895,79.58,111.0,139.5,1,0,0,0
5476,1.0,0.0,0.0,0.0,0.0,0.0,-15.0,1.0,0.0,0.0,0.0,0.0,0.0,2,27,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
5477,1.0,1.0,12.0,12.0,1.0,12.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,2,56,111000.0,10.0,114.0,654.0,27.835,278.35,24.0,54.6,1,0,0,0
5478,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,1.0,0.0,0.0,0.0,0.0,0.0,3,68,84000.0,2.0,306.0,696.0,22.49,44.98,198.0,198.0,1,0,0,0
5479,1.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45,46000.0,9.0,120.0,672.0,11.27,101.43,48.0,62.0,0,1,0,0
5480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,61,83000.0,8.0,30.0,666.0,23.205,185.64,42.0,80.25,1,0,0,0
5481,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,75,49000.0,15.0,72.0,678.0,3.828,57.42,24.0,40.8,0,1,0,0
5482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,74,112000.0,6.0,60.0,546.0,27.218333333333334,163.31,45.0,82.0,0,1,0,0
5483,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,2.0,0.0,0.0,0.0,0.0,0.0,0,118,65404.9915682968,9.0,318.0,678.0,1.5666666666666669,14.1,36.0,40.66666666666666,0,0,0,1
5484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,12.0,0.0,0,55,66000.0,24.0,6.0,690.0,3.7170833333333335,89.21000000000001,27.0,28.75,1,0,0,0
5485,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,1.0,0.0,0.0,0.0,0.0,0.0,0,60,34000.0,7.0,96.0,648.0,3.4385714285714286,24.07,48.0,79.71428571428571,0,1,0,0
5486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,49,68000.0,5.0,270.0,570.0,4.218,21.09,60.0,61.2,0,1,0,0
5487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,63,92000.0,3.0,468.0,618.0,31.52333333333333,94.57,12.0,52.0,1,0,0,0
5488,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,3.0,1.0,0.0,18.0,10.0,0.0,1,52,104000.0,10.0,12.0,564.0,28.177,281.77,45.0,55.8,0,1,0,0
5489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,60,57000.0,3.0,216.0,600.0,17.94,53.82,126.0,130.0,0,1,0,0
5490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,67,36000.0,13.0,72.0,636.0,2.306923076923077,29.99,18.0,43.84615384615385,1,0,0,0
5491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,18.0,15.0,0.0,1,80,116000.0,9.0,18.0,642.0,26.86333333333333,241.77,54.0,70.0,1,0,0,0
5492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,64,79000.0,3.0,360.0,648.0,24.35,73.05,138.0,98.0,1,0,0,0
5493,2.0,0.0,0.0,0.0,0.0,0.0,-8.0,1.0,1.0,0.0,12.0,12.0,0.0,0,30,74000.0,14.0,54.0,708.0,4.587142857142857,64.22,30.0,47.142857142857146,0,1,0,0
5494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,6.0,0.0,1,55,111000.0,12.0,54.0,696.0,107.73833333333332,1292.86,27.0,54.0,0,1,0,0
5495,1.0,0.0,0.0,0.0,0.0,0.0,-15.0,1.0,0.0,0.0,0.0,0.0,0.0,0,35,33000.0,14.0,72.0,558.0,3.5042857142857144,49.06,36.0,35.142857142857146,1,0,0,0
5496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,88,52000.0,7.0,90.0,660.0,13.53,94.71,30.0,82.28571428571429,1,0,0,0
5497,1.0,0.0,0.0,0.0,0.0,0.0,-4.0,2.0,0.0,0.0,0.0,0.0,0.0,1,54,67000.0,4.0,252.0,714.0,17.2825,69.13,108.0,117.0,0,1,0,0
5498,1.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,72000.0,14.0,18.0,618.0,3.2635714285714283,45.69,27.0,43.285714285714285,0,1,0,0
5499,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,1.0,0.0,0.0,0.0,0.0,0.0,2,36,38000.0,5.0,180.0,588.0,3.242,16.21,84.0,82.8,0,1,0,0
5500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,86,59000.0,6.0,24.0,618.0,13.796666666666669,82.78,63.0,100.0,1,0,0,0
5501,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,69,58000.0,7.0,210.0,666.0,4.085714285714286,28.6,36.0,66.0,1,0,0,0
5502,3.0,0.0,0.0,0.0,0.0,0.0,-11.333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0,58,31000.0,12.0,78.0,642.0,3.1958333333333333,38.35,24.0,47.5,0,1,0,0
5503,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33,72000.0,5.0,24.0,702.0,7.487999999999999,37.44,108.0,136.8,0,1,0,0
5504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,73,31000.0,5.0,288.0,690.0,8.234,41.17,96.0,81.6,1,0,0,0
5505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,59,73000.0,6.0,66.0,570.0,22.34,134.04,57.0,85.0,0,1,0,0
5506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,63,67000.0,10.0,48.0,678.0,17.972,179.72,48.0,63.6,1,0,0,0
